"valor","unidade_da_federacao","ano","cor_ou_raca","religiao"
1223,"Mato Grosso","2000","Sem declaração","Evangélica de origem pentecostal"
531,"Mato Grosso","2000","Sem declaração","Evangélica de origem pentecostal"
7,"Mato Grosso","2000","Sem declaração","Evangélica de origem pentecostal"
64,"Mato Grosso","2000","Sem declaração","Evangélica de origem pentecostal"
269,"Mato Grosso","2000","Sem declaração","Evangélica de origem pentecostal"
62,"Mato Grosso","2000","Sem declaração","Evangélica de origem pentecostal"
210,"Mato Grosso","2000","Sem declaração","Evangélica de origem pentecostal"
127,"Mato Grosso","2000","Sem declaração","Outras cristãs"
122,"Mato Grosso","2000","Sem declaração","Outras cristãs"
5,"Mato Grosso","2000","Sem declaração","Evangélica de origem pentecostal"
66,"Mato Grosso","2000","Sem declaração","Outras cristãs"
75,"Mato Grosso","2000","Sem declaração","Outras cristãs"
75,"Mato Grosso","2000","Sem declaração","Outras cristãs"
40,"Mato Grosso","2000","Sem declaração","Outras cristãs"
65,"Mato Grosso","2000","Sem declaração","Outras cristãs"
249,"Mato Grosso","2000","Sem declaração","Outras Religiões"
41,"Mato Grosso","2000","Sem declaração","Outras Religiões"
12,"Mato Grosso","2000","Sem declaração","Outras Religiões"
15,"Mato Grosso","2000","Sem declaração","Outras Religiões"
20,"Mato Grosso","2000","Sem declaração","Outras Religiões"
1311,"Mato Grosso","2000","Sem declaração","Sem religião"
130,"Mato Grosso","2000","Sem declaração","Outras Religiões"
1112,"Mato Grosso","2000","Sem declaração","Outras Religiões"
1738486,"Goiás","2000","Branca","Católica"
5872,"Goiás","2000","Branca","Católica"
1202,"Goiás","2000","Branca","Católica"
498783,"Goiás","2000","Branca","Outras Religiões"
91274,"Goiás","2000","Branca","Evangélica de Missão"
2095,"Goiás","2000","Branca","Evangélica de Missão"
37104,"Goiás","2000","Branca","Evangélica de Missão"
1954,"Goiás","2000","Branca","Evangélica de Missão"
32581,"Goiás","2000","Branca","Evangélica de Missão"
306,"Goiás","2000","Branca","Evangélica de Missão"
16686,"Goiás","2000","Branca","Evangélica de Missão"
547,"Goiás","2000","Branca","Outras Religiões"
365609,"Goiás","2000","Branca","Evangélica de origem pentecostal"
201765,"Goiás","2000","Branca","Evangélica de origem pentecostal"
43422,"Goiás","2000","Branca","Evangélica de origem pentecostal"
2755,"Goiás","2000","Branca","Evangélica de origem pentecostal"
12122,"Goiás","2000","Branca","Evangélica de origem pentecostal"
25587,"Goiás","2000","Branca","Evangélica de origem pentecostal"
2705,"Goiás","2000","Branca","Evangélica de origem pentecostal"
13664,"Goiás","2000","Branca","Evangélica de origem pentecostal"
1131,"Goiás","2000","Branca","Evangélica de origem pentecostal"
34,"Goiás","2000","Branca","Outras Religiões"
62424,"Goiás","2000","Branca","Evangélica de origem pentecostal"
25007,"Goiás","2000","Branca","Outras cristãs"
22865,"Goiás","2000","Branca","Outras cristãs"
2142,"Goiás","2000","Branca","Evangélica de origem pentecostal"
16894,"Goiás","2000","Branca","Outras cristãs"
3675,"Goiás","2000","Branca","Outras cristãs"
3526,"Goiás","2000","Branca","Outras cristãs"
149,"Goiás","2000","Branca","Outras Religiões"
2275,"Goiás","2000","Branca","Outras cristãs"
14619,"Goiás","2000","Branca","Outras cristãs"
985,"Goiás","2000","Branca","Outras Religiões"
73110,"Goiás","2000","Branca","Outras Religiões"
1889,"Goiás","2000","Branca","Outras Religiões"
544,"Goiás","2000","Branca","Outras Religiões"
271,"Goiás","2000","Branca","Outras Religiões"
44,"Goiás","2000","Branca","Outras Religiões"
440,"Goiás","2000","Branca","Outras Religiões"
1233,"Goiás","2000","Branca","Outras Religiões"
752,"Goiás","2000","Branca","Outras Religiões"
481,"Goiás","2000","Branca","Outras Religiões"
43,"Goiás","2000","Branca","Outras Religiões"
601,"Goiás","2000","Branca","Outras Religiões"
2274,"Goiás","2000","Branca","Outras Religiões"
56,"Goiás","2000","Branca","Outras Religiões"
680,"Goiás","2000","Branca","Outras Religiões"
182418,"Goiás","2000","Branca","Sem religião"
5401,"Goiás","2000","Branca","Outras Religiões"
3512,"Goiás","2000","Branca","Outras Religiões"
152884,"Goiás","2000","Preta","Católica"
894,"Goiás","2000","Preta","Católica"
90,"Goiás","2000","Preta","Católica"
41874,"Goiás","2000","Preta","Outras Religiões"
5361,"Goiás","2000","Preta","Evangélica de Missão"
27,"Goiás","2000","Preta","Evangélica de Missão"
1475,"Goiás","2000","Preta","Evangélica de Missão"
274,"Goiás","2000","Preta","Evangélica de Missão"
2404,"Goiás","2000","Preta","Evangélica de Missão"
15,"Goiás","2000","Preta","Evangélica de Missão"
1152,"Goiás","2000","Preta","Evangélica de Missão"
12,"Goiás","2000","Preta","Outras Religiões"
33325,"Goiás","2000","Preta","Evangélica de origem pentecostal"
19105,"Goiás","2000","Preta","Evangélica de origem pentecostal"
3461,"Goiás","2000","Preta","Evangélica de origem pentecostal"
222,"Goiás","2000","Preta","Evangélica de origem pentecostal"
941,"Goiás","2000","Preta","Evangélica de origem pentecostal"
3341,"Goiás","2000","Preta","Evangélica de origem pentecostal"
413,"Goiás","2000","Preta","Evangélica de origem pentecostal"
1989,"Goiás","2000","Preta","Evangélica de origem pentecostal"
45,"Goiás","2000","Preta","Evangélica de origem pentecostal"
26,"Goiás","2000","Preta","Outras Religiões"
3781,"Goiás","2000","Preta","Evangélica de origem pentecostal"
1427,"Goiás","2000","Preta","Outras cristãs"
1167,"Goiás","2000","Preta","Outras cristãs"
259,"Goiás","2000","Preta","Evangélica de origem pentecostal"
1762,"Goiás","2000","Preta","Outras cristãs"
293,"Goiás","2000","Preta","Outras cristãs"
293,"Goiás","2000","Preta","Outras cristãs"
224,"Goiás","2000","Preta","Outras cristãs"
1368,"Goiás","2000","Preta","Outras cristãs"
138,"Goiás","2000","Preta","Outras Religiões"
3868,"Goiás","2000","Preta","Outras Religiões"
714,"Goiás","2000","Preta","Outras Religiões"
88,"Goiás","2000","Preta","Outras Religiões"
32,"Goiás","2000","Preta","Outras Religiões"
81,"Goiás","2000","Preta","Outras Religiões"
32,"Goiás","2000","Preta","Outras Religiões"
14,"Goiás","2000","Preta","Outras Religiões"
19,"Goiás","2000","Preta","Outras Religiões"
358,"Goiás","2000","Preta","Outras Religiões"
106,"Goiás","2000","Preta","Outras Religiões"
23027,"Goiás","2000","Preta","Sem religião"
491,"Goiás","2000","Preta","Outras Religiões"
402,"Goiás","2000","Preta","Outras Religiões"
8187,"Goiás","2000","Amarela","Católica"
21,"Goiás","2000","Amarela","Católica"
1680,"Goiás","2000","Amarela","Outras Religiões"
245,"Goiás","2000","Amarela","Evangélica de Missão"
81,"Goiás","2000","Amarela","Evangélica de Missão"
25,"Goiás","2000","Amarela","Evangélica de Missão"
121,"Goiás","2000","Amarela","Evangélica de Missão"
18,"Goiás","2000","Amarela","Evangélica de Missão"
1241,"Goiás","2000","Amarela","Evangélica de origem pentecostal"
899,"Goiás","2000","Amarela","Evangélica de origem pentecostal"
85,"Goiás","2000","Amarela","Evangélica de origem pentecostal"
9,"Goiás","2000","Amarela","Evangélica de origem pentecostal"
51,"Goiás","2000","Amarela","Evangélica de origem pentecostal"
64,"Goiás","2000","Amarela","Evangélica de origem pentecostal"
6,"Goiás","2000","Amarela","Evangélica de origem pentecostal"
126,"Goiás","2000","Amarela","Evangélica de origem pentecostal"
101,"Goiás","2000","Amarela","Outras cristãs"
89,"Goiás","2000","Amarela","Outras cristãs"
12,"Goiás","2000","Amarela","Evangélica de origem pentecostal"
93,"Goiás","2000","Amarela","Outras cristãs"
10,"Goiás","2000","Amarela","Outras cristãs"
85,"Goiás","2000","Amarela","Outras cristãs"
283,"Goiás","2000","Amarela","Outras Religiões"
12,"Goiás","2000","Amarela","Outras Religiões"
246,"Goiás","2000","Amarela","Outras Religiões"
214,"Goiás","2000","Amarela","Outras Religiões"
11,"Goiás","2000","Amarela","Outras Religiões"
203,"Goiás","2000","Amarela","Outras Religiões"
72,"Goiás","2000","Amarela","Outras Religiões"
6,"Goiás","2000","Amarela","Outras Religiões"
1157,"Goiás","2000","Amarela","Sem religião"
19,"Goiás","2000","Amarela","Outras Religiões"
59,"Goiás","2000","Amarela","Outras Religiões"
1473267,"Goiás","2000","Parda","Católica"
8044,"Goiás","2000","Parda","Católica"
471,"Goiás","2000","Parda","Católica"
446026,"Goiás","2000","Parda","Outras Religiões"
64032,"Goiás","2000","Parda","Evangélica de Missão"
717,"Goiás","2000","Parda","Evangélica de Missão"
20695,"Goiás","2000","Parda","Evangélica de Missão"
1021,"Goiás","2000","Parda","Evangélica de Missão"
26882,"Goiás","2000","Parda","Evangélica de Missão"
365,"Goiás","2000","Parda","Evangélica de Missão"
14042,"Goiás","2000","Parda","Evangélica de Missão"
311,"Goiás","2000","Parda","Outras Religiões"
351234,"Goiás","2000","Parda","Evangélica de origem pentecostal"
204839,"Goiás","2000","Parda","Evangélica de origem pentecostal"
38465,"Goiás","2000","Parda","Evangélica de origem pentecostal"
3344,"Goiás","2000","Parda","Evangélica de origem pentecostal"
8557,"Goiás","2000","Parda","Evangélica de origem pentecostal"
28379,"Goiás","2000","Parda","Evangélica de origem pentecostal"
3888,"Goiás","2000","Parda","Evangélica de origem pentecostal"
15858,"Goiás","2000","Parda","Evangélica de origem pentecostal"
656,"Goiás","2000","Parda","Evangélica de origem pentecostal"
54,"Goiás","2000","Parda","Outras Religiões"
47193,"Goiás","2000","Parda","Evangélica de origem pentecostal"
16121,"Goiás","2000","Parda","Outras cristãs"
13473,"Goiás","2000","Parda","Outras cristãs"
2648,"Goiás","2000","Parda","Evangélica de origem pentecostal"
14638,"Goiás","2000","Parda","Outras cristãs"
2397,"Goiás","2000","Parda","Outras cristãs"
2397,"Goiás","2000","Parda","Outras cristãs"
1941,"Goiás","2000","Parda","Outras cristãs"
12334,"Goiás","2000","Parda","Outras cristãs"
799,"Goiás","2000","Parda","Outras Religiões"
31381,"Goiás","2000","Parda","Outras Religiões"
1812,"Goiás","2000","Parda","Outras Religiões"
700,"Goiás","2000","Parda","Outras Religiões"
79,"Goiás","2000","Parda","Outras Religiões"
31,"Goiás","2000","Parda","Outras Religiões"
371,"Goiás","2000","Parda","Outras Religiões"
846,"Goiás","2000","Parda","Outras Religiões"
426,"Goiás","2000","Parda","Outras Religiões"
420,"Goiás","2000","Parda","Outras Religiões"
24,"Goiás","2000","Parda","Outras Religiões"
91,"Goiás","2000","Parda","Outras Religiões"
2034,"Goiás","2000","Parda","Outras Religiões"
32,"Goiás","2000","Parda","Outras Religiões"
590,"Goiás","2000","Parda","Outras Religiões"
183960,"Goiás","2000","Parda","Sem religião"
5537,"Goiás","2000","Parda","Outras Religiões"
3491,"Goiás","2000","Parda","Outras Religiões"
8865,"Goiás","2000","Indígena","Católica"
114,"Goiás","2000","Indígena","Católica"
3323,"Goiás","2000","Indígena","Outras Religiões"
602,"Goiás","2000","Indígena","Evangélica de Missão"
178,"Goiás","2000","Indígena","Evangélica de Missão"
218,"Goiás","2000","Indígena","Evangélica de Missão"
17,"Goiás","2000","Indígena","Evangélica de Missão"
189,"Goiás","2000","Indígena","Evangélica de Missão"
2506,"Goiás","2000","Indígena","Evangélica de origem pentecostal"
1432,"Goiás","2000","Indígena","Evangélica de origem pentecostal"
302,"Goiás","2000","Indígena","Evangélica de origem pentecostal"
10,"Goiás","2000","Indígena","Evangélica de origem pentecostal"
81,"Goiás","2000","Indígena","Evangélica de origem pentecostal"
145,"Goiás","2000","Indígena","Evangélica de origem pentecostal"
54,"Goiás","2000","Indígena","Evangélica de origem pentecostal"
84,"Goiás","2000","Indígena","Evangélica de origem pentecostal"
398,"Goiás","2000","Indígena","Evangélica de origem pentecostal"
136,"Goiás","2000","Indígena","Outras cristãs"
128,"Goiás","2000","Indígena","Outras cristãs"
8,"Goiás","2000","Indígena","Evangélica de origem pentecostal"
79,"Goiás","2000","Indígena","Outras cristãs"
18,"Goiás","2000","Indígena","Outras cristãs"
18,"Goiás","2000","Indígena","Outras cristãs"
32,"Goiás","2000","Indígena","Outras cristãs"
104,"Goiás","2000","Indígena","Outras cristãs"
248,"Goiás","2000","Indígena","Outras Religiões"
45,"Goiás","2000","Indígena","Outras Religiões"
26,"Goiás","2000","Indígena","Outras Religiões"
38,"Goiás","2000","Indígena","Outras Religiões"
27,"Goiás","2000","Indígena","Outras Religiões"
27,"Goiás","2000","Indígena","Outras Religiões"
36,"Goiás","2000","Indígena","Outras Religiões"
1204,"Goiás","2000","Indígena","Sem religião"
21,"Goiás","2000","Indígena","Outras Religiões"
10,"Goiás","2000","Indígena","Outras Religiões"
23753,"Goiás","2000","Sem declaração","Católica"
95,"Goiás","2000","Sem declaração","Católica"
7116,"Goiás","2000","Sem declaração","Outras Religiões"
1067,"Goiás","2000","Sem declaração","Evangélica de Missão"
9,"Goiás","2000","Sem declaração","Evangélica de Missão"
410,"Goiás","2000","Sem declaração","Evangélica de Missão"
9,"Goiás","2000","Sem declaração","Evangélica de Missão"
411,"Goiás","2000","Sem declaração","Evangélica de Missão"
6,"Goiás","2000","Sem declaração","Evangélica de Missão"
224,"Goiás","2000","Sem declaração","Evangélica de Missão"
5504,"Goiás","2000","Sem declaração","Evangélica de origem pentecostal"
3006,"Goiás","2000","Sem declaração","Evangélica de origem pentecostal"
732,"Goiás","2000","Sem declaração","Evangélica de origem pentecostal"
12,"Goiás","2000","Sem declaração","Evangélica de origem pentecostal"
40,"Goiás","2000","Sem declaração","Evangélica de origem pentecostal"
385,"Goiás","2000","Sem declaração","Evangélica de origem pentecostal"
34,"Goiás","2000","Sem declaração","Evangélica de origem pentecostal"
339,"Goiás","2000","Sem declaração","Evangélica de origem pentecostal"
26,"Goiás","2000","Sem declaração","Evangélica de origem pentecostal"
930,"Goiás","2000","Sem declaração","Evangélica de origem pentecostal"
274,"Goiás","2000","Sem declaração","Outras cristãs"
200,"Goiás","2000","Sem declaração","Outras cristãs"
75,"Goiás","2000","Sem declaração","Evangélica de origem pentecostal"
271,"Goiás","2000","Sem declaração","Outras cristãs"
33,"Goiás","2000","Sem declaração","Outras cristãs"
33,"Goiás","2000","Sem declaração","Outras cristãs"
15,"Goiás","2000","Sem declaração","Outras cristãs"
207,"Goiás","2000","Sem declaração","Outras cristãs"
15,"Goiás","2000","Sem declaração","Outras Religiões"
600,"Goiás","2000","Sem declaração","Outras Religiões"
63,"Goiás","2000","Sem declaração","Outras Religiões"
8,"Goiás","2000","Sem declaração","Outras Religiões"
8,"Goiás","2000","Sem declaração","Outras Religiões"
8,"Goiás","2000","Sem declaração","Outras Religiões"
5,"Goiás","2000","Sem declaração","Outras Religiões"
26,"Goiás","2000","Sem declaração","Outras Religiões"
2835,"Goiás","2000","Sem declaração","Sem religião"
95,"Goiás","2000","Sem declaração","Outras Religiões"
1526,"Goiás","2000","Sem declaração","Outras Religiões"
673933,"Distrito Federal","2000","Branca","Católica"
2787,"Distrito Federal","2000","Branca","Católica"
754,"Distrito Federal","2000","Branca","Católica"
186070,"Distrito Federal","2000","Branca","Outras Religiões"
63262,"Distrito Federal","2000","Branca","Evangélica de Missão"
1612,"Distrito Federal","2000","Branca","Evangélica de Missão"
14029,"Distrito Federal","2000","Branca","Evangélica de Missão"
1876,"Distrito Federal","2000","Branca","Evangélica de Missão"
37776,"Distrito Federal","2000","Branca","Evangélica de Missão"
22,"Distrito Federal","2000","Branca","Evangélica de Missão"
7554,"Distrito Federal","2000","Branca","Evangélica de Missão"
393,"Distrito Federal","2000","Branca","Outras Religiões"
108731,"Distrito Federal","2000","Branca","Evangélica de origem pentecostal"
52425,"Distrito Federal","2000","Branca","Evangélica de origem pentecostal"
7222,"Distrito Federal","2000","Branca","Evangélica de origem pentecostal"
463,"Distrito Federal","2000","Branca","Evangélica de origem pentecostal"
338,"Distrito Federal","2000","Branca","Evangélica de origem pentecostal"
18103,"Distrito Federal","2000","Branca","Evangélica de origem pentecostal"
2671,"Distrito Federal","2000","Branca","Evangélica de origem pentecostal"
1851,"Distrito Federal","2000","Branca","Evangélica de origem pentecostal"
2412,"Distrito Federal","2000","Branca","Evangélica de origem pentecostal"
924,"Distrito Federal","2000","Branca","Outras Religiões"
22322,"Distrito Federal","2000","Branca","Evangélica de origem pentecostal"
8652,"Distrito Federal","2000","Branca","Outras cristãs"
4174,"Distrito Federal","2000","Branca","Outras cristãs"
4478,"Distrito Federal","2000","Branca","Evangélica de origem pentecostal"
5425,"Distrito Federal","2000","Branca","Outras cristãs"
1192,"Distrito Federal","2000","Branca","Outras cristãs"
1090,"Distrito Federal","2000","Branca","Outras cristãs"
102,"Distrito Federal","2000","Branca","Outras Religiões"
1465,"Distrito Federal","2000","Branca","Outras cristãs"
5818,"Distrito Federal","2000","Branca","Outras cristãs"
2336,"Distrito Federal","2000","Branca","Outras Religiões"
36967,"Distrito Federal","2000","Branca","Outras Religiões"
1497,"Distrito Federal","2000","Branca","Outras Religiões"
550,"Distrito Federal","2000","Branca","Outras Religiões"
418,"Distrito Federal","2000","Branca","Outras Religiões"
59,"Distrito Federal","2000","Branca","Outras Religiões"
1181,"Distrito Federal","2000","Branca","Outras Religiões"
1946,"Distrito Federal","2000","Branca","Outras Religiões"
1276,"Distrito Federal","2000","Branca","Outras Religiões"
670,"Distrito Federal","2000","Branca","Outras Religiões"
169,"Distrito Federal","2000","Branca","Outras Religiões"
288,"Distrito Federal","2000","Branca","Outras Religiões"
2113,"Distrito Federal","2000","Branca","Outras Religiões"
302,"Distrito Federal","2000","Branca","Outras Religiões"
177,"Distrito Federal","2000","Branca","Outras Religiões"
83384,"Distrito Federal","2000","Branca","Sem religião"
3737,"Distrito Federal","2000","Branca","Outras Religiões"
1058,"Distrito Federal","2000","Branca","Outras Religiões"
62152,"Distrito Federal","2000","Preta","Católica"
396,"Distrito Federal","2000","Preta","Católica"
19,"Distrito Federal","2000","Preta","Católica"
19695,"Distrito Federal","2000","Preta","Outras Religiões"
4603,"Distrito Federal","2000","Preta","Evangélica de Missão"
11,"Distrito Federal","2000","Preta","Evangélica de Missão"
889,"Distrito Federal","2000","Preta","Evangélica de Missão"
150,"Distrito Federal","2000","Preta","Evangélica de Missão"
2543,"Distrito Federal","2000","Preta","Evangélica de Missão"
996,"Distrito Federal","2000","Preta","Evangélica de Missão"
14,"Distrito Federal","2000","Preta","Outras Religiões"
13511,"Distrito Federal","2000","Preta","Evangélica de origem pentecostal"
6155,"Distrito Federal","2000","Preta","Evangélica de origem pentecostal"
730,"Distrito Federal","2000","Preta","Evangélica de origem pentecostal"
35,"Distrito Federal","2000","Preta","Evangélica de origem pentecostal"
29,"Distrito Federal","2000","Preta","Evangélica de origem pentecostal"
2877,"Distrito Federal","2000","Preta","Evangélica de origem pentecostal"
433,"Distrito Federal","2000","Preta","Evangélica de origem pentecostal"
373,"Distrito Federal","2000","Preta","Evangélica de origem pentecostal"
237,"Distrito Federal","2000","Preta","Evangélica de origem pentecostal"
51,"Distrito Federal","2000","Preta","Outras Religiões"
2590,"Distrito Federal","2000","Preta","Evangélica de origem pentecostal"
758,"Distrito Federal","2000","Preta","Outras cristãs"
318,"Distrito Federal","2000","Preta","Outras cristãs"
440,"Distrito Federal","2000","Preta","Evangélica de origem pentecostal"
823,"Distrito Federal","2000","Preta","Outras cristãs"
61,"Distrito Federal","2000","Preta","Outras cristãs"
61,"Distrito Federal","2000","Preta","Outras cristãs"
148,"Distrito Federal","2000","Preta","Outras cristãs"
732,"Distrito Federal","2000","Preta","Outras cristãs"
274,"Distrito Federal","2000","Preta","Outras Religiões"
2119,"Distrito Federal","2000","Preta","Outras Religiões"
420,"Distrito Federal","2000","Preta","Outras Religiões"
271,"Distrito Federal","2000","Preta","Outras Religiões"
28,"Distrito Federal","2000","Preta","Outras Religiões"
132,"Distrito Federal","2000","Preta","Outras Religiões"
147,"Distrito Federal","2000","Preta","Outras Religiões"
97,"Distrito Federal","2000","Preta","Outras Religiões"
50,"Distrito Federal","2000","Preta","Outras Religiões"
7,"Distrito Federal","2000","Preta","Outras Religiões"
34,"Distrito Federal","2000","Preta","Outras Religiões"
228,"Distrito Federal","2000","Preta","Outras Religiões"
10,"Distrito Federal","2000","Preta","Outras Religiões"
11116,"Distrito Federal","2000","Preta","Sem religião"
394,"Distrito Federal","2000","Preta","Outras Religiões"
79,"Distrito Federal","2000","Preta","Outras Religiões"
4812,"Distrito Federal","2000","Amarela","Católica"
8,"Distrito Federal","2000","Amarela","Católica"
851,"Distrito Federal","2000","Amarela","Outras Religiões"
364,"Distrito Federal","2000","Amarela","Evangélica de Missão"
10,"Distrito Federal","2000","Amarela","Evangélica de Missão"
18,"Distrito Federal","2000","Amarela","Evangélica de Missão"
25,"Distrito Federal","2000","Amarela","Evangélica de Missão"
225,"Distrito Federal","2000","Amarela","Evangélica de Missão"
76,"Distrito Federal","2000","Amarela","Evangélica de Missão"
11,"Distrito Federal","2000","Amarela","Outras Religiões"
383,"Distrito Federal","2000","Amarela","Evangélica de origem pentecostal"
158,"Distrito Federal","2000","Amarela","Evangélica de origem pentecostal"
17,"Distrito Federal","2000","Amarela","Evangélica de origem pentecostal"
87,"Distrito Federal","2000","Amarela","Evangélica de origem pentecostal"
28,"Distrito Federal","2000","Amarela","Evangélica de origem pentecostal"
11,"Distrito Federal","2000","Amarela","Evangélica de origem pentecostal"
83,"Distrito Federal","2000","Amarela","Evangélica de origem pentecostal"
57,"Distrito Federal","2000","Amarela","Outras cristãs"
8,"Distrito Federal","2000","Amarela","Outras cristãs"
48,"Distrito Federal","2000","Amarela","Evangélica de origem pentecostal"
46,"Distrito Federal","2000","Amarela","Outras cristãs"
24,"Distrito Federal","2000","Amarela","Outras cristãs"
24,"Distrito Federal","2000","Amarela","Outras cristãs"
35,"Distrito Federal","2000","Amarela","Outras cristãs"
43,"Distrito Federal","2000","Amarela","Outras Religiões"
220,"Distrito Federal","2000","Amarela","Outras Religiões"
7,"Distrito Federal","2000","Amarela","Outras Religiões"
17,"Distrito Federal","2000","Amarela","Outras Religiões"
697,"Distrito Federal","2000","Amarela","Outras Religiões"
431,"Distrito Federal","2000","Amarela","Outras Religiões"
14,"Distrito Federal","2000","Amarela","Outras Religiões"
417,"Distrito Federal","2000","Amarela","Outras Religiões"
22,"Distrito Federal","2000","Amarela","Outras Religiões"
18,"Distrito Federal","2000","Amarela","Outras Religiões"
12,"Distrito Federal","2000","Amarela","Outras Religiões"
754,"Distrito Federal","2000","Amarela","Sem religião"
37,"Distrito Federal","2000","Amarela","Outras Religiões"
9,"Distrito Federal","2000","Amarela","Outras Religiões"
605189,"Distrito Federal","2000","Parda","Católica"
4843,"Distrito Federal","2000","Parda","Católica"
440,"Distrito Federal","2000","Parda","Católica"
189655,"Distrito Federal","2000","Parda","Outras Religiões"
48654,"Distrito Federal","2000","Parda","Evangélica de Missão"
132,"Distrito Federal","2000","Parda","Evangélica de Missão"
9571,"Distrito Federal","2000","Parda","Evangélica de Missão"
897,"Distrito Federal","2000","Parda","Evangélica de Missão"
29271,"Distrito Federal","2000","Parda","Evangélica de Missão"
89,"Distrito Federal","2000","Parda","Evangélica de Missão"
8407,"Distrito Federal","2000","Parda","Evangélica de Missão"
285,"Distrito Federal","2000","Parda","Outras Religiões"
126722,"Distrito Federal","2000","Parda","Evangélica de origem pentecostal"
64753,"Distrito Federal","2000","Parda","Evangélica de origem pentecostal"
7314,"Distrito Federal","2000","Parda","Evangélica de origem pentecostal"
643,"Distrito Federal","2000","Parda","Evangélica de origem pentecostal"
200,"Distrito Federal","2000","Parda","Evangélica de origem pentecostal"
22425,"Distrito Federal","2000","Parda","Evangélica de origem pentecostal"
3881,"Distrito Federal","2000","Parda","Evangélica de origem pentecostal"
2146,"Distrito Federal","2000","Parda","Evangélica de origem pentecostal"
1960,"Distrito Federal","2000","Parda","Evangélica de origem pentecostal"
306,"Distrito Federal","2000","Parda","Outras Religiões"
23094,"Distrito Federal","2000","Parda","Evangélica de origem pentecostal"
8332,"Distrito Federal","2000","Parda","Outras cristãs"
3296,"Distrito Federal","2000","Parda","Outras cristãs"
5036,"Distrito Federal","2000","Parda","Evangélica de origem pentecostal"
5947,"Distrito Federal","2000","Parda","Outras cristãs"
754,"Distrito Federal","2000","Parda","Outras cristãs"
754,"Distrito Federal","2000","Parda","Outras cristãs"
1359,"Distrito Federal","2000","Parda","Outras cristãs"
6392,"Distrito Federal","2000","Parda","Outras cristãs"
2789,"Distrito Federal","2000","Parda","Outras Religiões"
15358,"Distrito Federal","2000","Parda","Outras Religiões"
1125,"Distrito Federal","2000","Parda","Outras Religiões"
661,"Distrito Federal","2000","Parda","Outras Religiões"
168,"Distrito Federal","2000","Parda","Outras Religiões"
50,"Distrito Federal","2000","Parda","Outras Religiões"
814,"Distrito Federal","2000","Parda","Outras Religiões"
1041,"Distrito Federal","2000","Parda","Outras Religiões"
678,"Distrito Federal","2000","Parda","Outras Religiões"
363,"Distrito Federal","2000","Parda","Outras Religiões"
44,"Distrito Federal","2000","Parda","Outras Religiões"
326,"Distrito Federal","2000","Parda","Outras Religiões"
1442,"Distrito Federal","2000","Parda","Outras Religiões"
81,"Distrito Federal","2000","Parda","Outras Religiões"
163,"Distrito Federal","2000","Parda","Outras Religiões"
80401,"Distrito Federal","2000","Parda","Sem religião"
4050,"Distrito Federal","2000","Parda","Outras Religiões"
1159,"Distrito Federal","2000","Parda","Outras Religiões"
4134,"Distrito Federal","2000","Indígena","Católica"
24,"Distrito Federal","2000","Indígena","Católica"
1781,"Distrito Federal","2000","Indígena","Outras Religiões"
554,"Distrito Federal","2000","Indígena","Evangélica de Missão"
103,"Distrito Federal","2000","Indígena","Evangélica de Missão"
333,"Distrito Federal","2000","Indígena","Evangélica de Missão"
118,"Distrito Federal","2000","Indígena","Evangélica de Missão"
1128,"Distrito Federal","2000","Indígena","Evangélica de origem pentecostal"
609,"Distrito Federal","2000","Indígena","Evangélica de origem pentecostal"
83,"Distrito Federal","2000","Indígena","Evangélica de origem pentecostal"
315,"Distrito Federal","2000","Indígena","Evangélica de origem pentecostal"
9,"Distrito Federal","2000","Indígena","Evangélica de origem pentecostal"
7,"Distrito Federal","2000","Indígena","Evangélica de origem pentecostal"
104,"Distrito Federal","2000","Indígena","Evangélica de origem pentecostal"
58,"Distrito Federal","2000","Indígena","Outras cristãs"
38,"Distrito Federal","2000","Indígena","Outras cristãs"
20,"Distrito Federal","2000","Indígena","Evangélica de origem pentecostal"
41,"Distrito Federal","2000","Indígena","Outras cristãs"
16,"Distrito Federal","2000","Indígena","Outras cristãs"
16,"Distrito Federal","2000","Indígena","Outras cristãs"
25,"Distrito Federal","2000","Indígena","Outras cristãs"
36,"Distrito Federal","2000","Indígena","Outras cristãs"
24,"Distrito Federal","2000","Indígena","Outras Religiões"
209,"Distrito Federal","2000","Indígena","Outras Religiões"
21,"Distrito Federal","2000","Indígena","Outras Religiões"
20,"Distrito Federal","2000","Indígena","Outras Religiões"
8,"Distrito Federal","2000","Indígena","Outras Religiões"
10,"Distrito Federal","2000","Indígena","Outras Religiões"
10,"Distrito Federal","2000","Indígena","Outras Religiões"
10,"Distrito Federal","2000","Indígena","Outras Religiões"
13,"Distrito Federal","2000","Indígena","Outras Religiões"
766,"Distrito Federal","2000","Indígena","Sem religião"
57,"Distrito Federal","2000","Indígena","Outras Religiões"
6906,"Distrito Federal","2000","Sem declaração","Católica"
1,"Distrito Federal","2000","Sem declaração","Católica"
2010,"Distrito Federal","2000","Sem declaração","Outras Religiões"
482,"Distrito Federal","2000","Sem declaração","Evangélica de Missão"
38,"Distrito Federal","2000","Sem declaração","Evangélica de Missão"
13,"Distrito Federal","2000","Sem declaração","Evangélica de Missão"
335,"Distrito Federal","2000","Sem declaração","Evangélica de Missão"
96,"Distrito Federal","2000","Sem declaração","Evangélica de Missão"
